stock_symbol,company_id,date,revenues,revenue_growth,cost_of_revenue,gross_profit,research_and_development_expense,selling_general_and_administrative_expense,operating_expenses,operating_income,interest_expense,earnings_before_tax,income_tax_expense,net_income_to_noncontrolling_interests,net_income_from_discontinued_operations,net_income,preferred_dividends_income_statement_impact,net_income_common_stock,earnings_per_basic_share,earnings_per_diluted_share,weighted_average_shares,weighted_average_shares_diluted,dividends_per_basic_common_share,gross_margin,ebitda_margin,ebit_margin,profit_margin,free_cash_flow_margin,ebitda,ebit,consolidated_income
INTC,Intel,9/27/14,14554000000,0.0794,5096000000,9458000000,2842000000,1979000000,4918000000,4540000000,25000000,4550000000,1233000000,0,0,3317000000,0,3317000000,0.68,0.66,4880000000,5045000000,0.23,0.6499,0.465,0.3143,0.228,0.2232,6773000000,4575000000,3317000000
INTC,Intel,6/28/14,13831000000,0.0796,4914000000,8917000000,2859000000,2061000000,5073000000,3844000000,17000000,3922000000,1126000000,0,0,2796000000,0,2796000000,0.56,0.55,4981000000,5123000000,0.23,0.6447,0.442,0.2848,0.202,0.1898,6109000000,3939000000,2796000000
INTC,Intel,3/29/14,12764000000,0.0146,5151000000,7613000000,2846000000,2047000000,5103000000,2510000000,-112000000,2670000000,740000000,0,0,1930000000,0,1930000000,0.39,0.38,4974000000,5117000000,0.23,0.5964,0.358,0.2004,0.151,0.0636,4565000000,2558000000,1930000000
INTC,Intel,12/28/13,13834000000,0.0265,5263000000,8571000000,2826000000,2006000000,5022000000,3549000000,32000000,3551000000,926000000,0,0,2625000000,0,2625000000,0.53,0.52,4973000000,5103000000,0.23,0.6196,0.4,0.259,0.19,0.2234,5539000000,3583000000,2625000000
INTC,Intel,9/28/13,13483000000,0.0019,5069000000,8414000000,2742000000,1970000000,4910000000,3504000000,32000000,3924000000,974000000,0,0,2950000000,0,2950000000,0.59,0.58,4981000000,5100000000,0.23,0.624,0.443,0.2934,0.219,0.2125,5977000000,3956000000,2950000000
INTC,Intel,6/29/13,12811000000,-0.0511,5341000000,7470000000,2516000000,2165000000,4751000000,2719000000,37000000,2693000000,693000000,0,0,2000000000,0,2000000000,0.4,0.39,4978000000,5106000000,0.23,0.5831,0.369,0.2131,0.156,0.156,4721000000,2730000000,2000000000
INTC,Intel,3/30/13,12580000000,-0.0253,5514000000,7066000000,2527000000,1947000000,4547000000,2519000000,50000000,2443000000,398000000,0,0,2045000000,0,2045000000,0.41,0.4,4948000000,5080000000,0.23,0.5617,0.362,0.1982,0.163,0.1678,4557000000,2493000000,2045000000
INTC,Intel,12/29/12,13477000000,-0.0295,5660000000,7817000000,2629000000,1958000000,4662000000,3155000000,11000000,3204000000,736000000,0,0,2468000000,0,2468000000,0.49,0.48,4966000000,5097000000,0.23,0.58,0.387,0.2386,0.183,0.2613,5220000000,3215000000,2468000000
INTC,Intel,9/29/12,13457000000,-0.0545,4942000000,8515000000,2605000000,1995000000,4674000000,3841000000,-27000000,3921000000,949000000,0,0,2972000000,0,2972000000,0.59,0.58,4996000000,5153000000,0.23,0.6328,0.43,0.2894,0.221,0.1679,5787000000,3894000000,2972000000
INTC,Intel,6/30/12,13501000000,0.036,4947000000,8554000000,2513000000,2131000000,4722000000,3832000000,-55000000,3934000000,1107000000,0,0,2827000000,0,2827000000,0.56,0.54,5022000000,5199000000,0.21,0.6336,0.424,0.2873,0.209,0.1538,5718000000,3879000000,2827000000
INTC,Intel,3/31/12,12906000000,0.0046,4641000000,8265000000,2401000000,1973000000,4455000000,3810000000,-23000000,3814000000,1076000000,0,0,2738000000,0,2738000000,0.55,0.53,4999000000,5192000000,0.21,0.6404,0.432,0.2937,0.212,-0.0002,5576000000,3791000000,2738000000
INTC,Intel,12/31/11,13887000000,0.2121,4935000000,8952000000,2308000000,1973000000,4353000000,4599000000,29000000,4587000000,1227000000,0,0,3360000000,0,3360000000,0.66,0.64,5073000000,5246000000,0.21,0.6446,0.447,0.3324,0.242,0.2726,6205000000,4616000000,3360000000
INTC,Intel,10/1/11,14233000000,0.282,5215000000,9018000000,2140000000,2017000000,4233000000,4785000000,-15000000,4892000000,1424000000,0,0,3468000000,0,3468000000,0.67,0.65,5194000000,5340000000,0.21,0.6336,0.45,0.3427,0.244,0.2555,6406000000,4877000000,3468000000
INTC,Intel,7/2/11,13032000000,0.2106,5130000000,7902000000,1986000000,1905000000,3967000000,3935000000,-21000000,3931000000,977000000,0,0,2954000000,0,2954000000,0.56,0.54,5294000000,5441000000,0.18,0.6064,0.415,0.3,0.227,0.1141,5414000000,3910000000,2954000000
INTC,Intel,4/2/11,12847000000,0.2474,4962000000,7885000000,1916000000,1775000000,3727000000,4158000000,-185000000,4371000000,1211000000,0,0,3160000000,0,3160000000,0.58,0.56,5452000000,5606000000,0.18,0.6138,0.438,0.3258,0.246,0.1004,5628000000,4186000000,3160000000
INTC,Intel,12/25/10,11457000000,0.084,4051000000,7406000000,1671000000,1705000000,3383000000,4023000000,-31000000,4163000000,983000000,0,0,3180000000,0,3180000000,0.57,0.56,5552000000,5699000000,0.16,0.6464,0.466,0.3607,0.278,0.3213,5338000000,4132000000,3180000000
INTC,Intel,9/25/10,11102000000,0.1824,3781000000,7321000000,1675000000,1506000000,3185000000,4136000000,-38000000,4251000000,1296000000,0,0,2955000000,0,2955000000,0.53,0.52,5575000000,5694000000,0.16,0.6594,0.482,0.3795,0.266,0.1995,5355000000,4213000000,2955000000
INTC,Intel,6/26/10,10765000000,0.3416,3530000000,7235000000,1666000000,1584000000,3254000000,3981000000,-11000000,4185000000,1298000000,0,0,2887000000,0,2887000000,0.52,0.51,5563000000,5711000000,0.16,0.6721,0.494,0.3877,0.268,0.2265,5323000000,4174000000,2887000000
INTC,Intel,3/27/10,10299000000,0.4414,3770000000,6529000000,1564000000,1514000000,3081000000,3448000000,-29000000,3446000000,1004000000,0,0,2442000000,0,2442000000,0.44,0.43,5529000000,5681000000,0.16,0.6339,0.443,0.3318,0.237,0.306,4558000000,3417000000,2442000000
INTC,Intel,12/26/09,10569000000,0.2848,3729000000,6840000000,1603000000,2718000000,4343000000,2497000000,-5000000,2593000000,311000000,0,0,2282000000,0,2282000000,0.42,0.4,5524000000,5651000000,0.14,0.6472,0.364,0.2449,0.216,0.2199,3849000000,2588000000,2282000000
INTC,Intel,9/26/09,9389000000,-0.081,3985000000,5404000000,1430000000,1320000000,2825000000,2579000000,-32000000,2532000000,676000000,0,0,1856000000,0,1856000000,0.34,0.33,5537000000,5616000000,0.14,0.5756,0.398,0.2663,0.198,0.3258,3735000000,2500000000,1856000000
INTC,Intel,6/27/09,8024000000,-0.1527,3945000000,4079000000,1303000000,2695000000,4091000000,-12000000,-31000000,-50000000,348000000,0,0,-398000000,0,-398000000,-0.07,-0.07,5595000000,5595000000,0.14,0.5083,0.15,-0.0101,-0.05,0.2995,1205000000,-81000000,-398000000
INTC,Intel,3/28/09,7145000000,-0.2613,3907000000,3238000000,1317000000,1198000000,2591000000,647000000,-95000000,629000000,0,0,0,629000000,0,629000000,0.11,0.11,5573000000,5634000000,0.14,0.4532,0.252,0.0747,0.088,-0.1583,1804000000,534000000,629000000
INTC,Intel,12/27/08,8226000000,-0.2321,3857000000,4369000000,1316000000,1261000000,2830000000,1539000000,-22000000,369000000,135000000,0,0,234000000,0,234000000,0.04,0.05,5564000000,5622000000,0.14,0.5311,0.214,0.0422,0.028,0.101,1760000000,347000000,234000000
INTC,Intel,9/27/08,10217000000,0.0126,4198000000,6019000000,1471000000,1415000000,2921000000,3098000000,-131000000,2833000000,819000000,0,0,2014000000,0,2014000000,0.36,0.35,5603000000,5692000000,0.14,0.5891,0.356,0.2645,0.197,0.1872,3635000000,2702000000,2014000000
INTC,Intel,6/28/08,9470000000,0.091,4221000000,5249000000,1468000000,1430000000,2994000000,2255000000,-167000000,2313000000,712000000,0,0,1601000000,0,1601000000,0.28,0.28,5699000000,5800000000,0.14,0.5543,0.343,0.2266,0.169,0.1771,3251000000,2146000000,1601000000
INTC,Intel,3/29/08,9673000000,0.0927,4466000000,5207000000,1467000000,1349000000,3145000000,2062000000,-168000000,2171000000,728000000,0,0,1443000000,0,1443000000,0.25,0.25,5787000000,5879000000,0.13,0.5383,0.328,0.2071,0.149,0.1352,3168000000,2003000000,1443000000
INTC,Intel,12/29/07,10712000000,0.105,4486000000,6226000000,1481000000,1448000000,3179000000,3047000000,-233000000,3261000000,990000000,0,0,2271000000,0,2271000000,0.39,0.39,5840000000,5987000000,0.11,0.5812,0.368,0.2827,0.212,0.3231,3947000000,3028000000,2271000000
INTC,Intel,9/29/07,10090000000,0.1546,4919000000,5171000000,1521000000,1381000000,3027000000,2144000000,-211000000,2503000000,712000000,0,0,1791000000,0,1791000000,0.31,0.3,5837000000,5967000000,0.11,0.5125,0.342,0.2272,0.178,0.2771,3455000000,2292000000,1791000000
